RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q8-6,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15A,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18COUNTY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19Clear,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
2029,1066,109,11,6,6,A,2,3,1,2,BRITISH AIRWAYS,LONDON HEATHROW,284,11,32,6,4,0.520833333,0.6875,240,1,,,5,,,,1,2,2,2,1,1,3,4,3,3,4,4,4,4,4,5,4,4,5,4,4,4,201,,,,,,5,5,4,4,4,4,0,,,5,0,,,2,,,,,6,5,4,3,2,,,,,7,3,BANGALORE,,,,INDIA,16,2,4,1,1,2,2,2,1,0.670484223
2140,859,528,16,4,94,G,3,3,1,2,AIR CANADA,VANCOUVER,571,3,71,4,2,0.666666667,0.836805556,245,1,,,5,,,,0,1,1,1,1,1,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,212,,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,5,5,5,5,2,,,,,7,3,AUBURN,PLACER COUNTY,CA,95603,US,10,0,3,2,4,1,2,2,1,0.346120232
2994,2206,613,23,4,58,D,3,2,1,2,AMERICAN,MIAMI,556,8,37,2,4,0.666666667,0.894444444,328,1,,,9,,,,2,1,1,2,1,1,4,6,3,4,4,4,3,6,6,6,4,6,6,6,3,4,0,,,,,,3,3,3,4,4,3,0,,,5,0,,,1,4,0,,,0,6,3,3,2,,,,,7,3,BOCA RATON,PALM BEACH COUNTY,FL,33433,US,12,2,5,1,3,1,2,2,1,1.061139364
898,1373,544,18,6,92,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,0.754861111,0.9375,263,1,,,3,,,,2,2,2,1,3,1,2,6,3,3,4,4,4,6,4,5,4,6,3,6,3,4,102,16,35,,,,4,4,3,6,4,4,0,,,4,1,,,2,,,,,11,6,4,4,2,,,,,7,3,TORONTO,,,,CANADA,13,2,3,1,0,2,1,2,1,0.346120232
1418,416,636,30,4,60,E,1,1,1,2,UNITED,LAS VEGAS,358,30,31,1,4,0.333333333,0.452777778,172,1,,,3,,,,0,1,1,1,3,1,2,4,3,3,5,5,5,4,4,5,6,6,6,6,4,4,0,,,,,,4,6,3,4,6,4,0,,,4,9,,,4,,,,,11,6,5,4,2,,,,,7,3,SHANGHAI,,,,CHINA,16,2,3,2,4,1,2,2,1,1.486924802
643,2391,646,31,5,55,D,1,1,1,2,ALASKA,NEW ORLEANS,1390,7,41,3,2,0.333333333,0.444444444,160,1,,,3,,,,0,0,1,0,3,1,4,3,3,3,2,6,6,6,6,6,6,6,6,6,6,4,3,,,,,,4,4,4,4,4,4,0,,,3,0,,,4,,,,,11,6,3,6,2,,,,,7,3,PORTLAND,MULTNOMAH COUNTY,OR,97236,US,10,2,4,1,4,2,2,2,1,1.10633221
2426,549,6,1,3,80,F,2,2,1,2,UNITED,HONOLULU,300,30,24,1,2,0.493055556,0.552083333,85,1,,,3,,,,0,1,0,0,3,1,3,4,4,4,4,3,3,6,6,2,3,6,3,6,3,4,0,,,,,,4,4,4,4,4,4,0,,,4,0,,,4,,,,,11,6,4,6,2,,,,,7,3,SAN DIEGO,SAN DIEGO COUNTY,CA,92130,US,10,2,5,2,4,2,2,2,1,1.486924802
2613,488,901,1,3,69,E,2,2,1,2,UNITED,CHICAGO-O'HARE,390,30,12,3,4,0.597222222,0.666666667,100,2,3,,2,,,,1,1,0,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,0,,,,,,3,3,3,3,4,4,0,,,4,0,,,2,,,,,0,3,4,4,2,,,,,7,3,EVANSTON,COOK COUNTY,IL,60201,US,11,0,4,2,3,2,2,2,1,1.486924802
1574,296,33,2,4,95,G,2,3,1,2,UNITED INTL,HONG KONG,869,31,23,8,4,0.4375,0.541666667,150,2,3,,3,,,,2,1,1,1,1,2,1,6,3,2,3,4,3,3,3,4,6,6,6,6,6,4,0,,,,,,4,6,6,3,3,4,0,,,4,0,,,4,,,,,11,3,3,6,2,,,,,7,3,,,,,,99,2,2,1,1,2,2,2,1,1.486924802
3055,2023,209,20,1,11,A,1,3,1,2,PHILIPPINE AIRLINES,MANILA,105,25,35,8,2,0.791666667,1.024305556,335,2,3,,2,,,,1,2,2,2,1,1,2,4,3,3,4,4,4,4,4,4,4,3,6,6,6,4,0,,,,,,4,6,6,6,1,3,0,,,4,0,,,1,2,0,,,30,4,4,1,2,,,,,7,2,MODESTO,STANISLAUS COUNTY,CA,95356,US,10,2,3,2,2,2,2,2,1,0.670484223
2169,740,532,16,4,22,B,3,2,1,2,FRONTIER,DENVER,668,19,14,1,4,0.645833333,0.73125,123,2,3,,5,,,,2,2,1,2,1,1,2,4,2,2,4,4,4,4,4,4,5,6,6,6,6,4,3,101,153,,,,4,6,6,4,4,4,0,,,5,10,,,2,,,,,5,4,5,5,2,,,,,7,3,FRISCO,SUMMIT COUNTY,CO,80443,US,10,2,3,1,1,2,2,2,1,0.20803798
1559,651,620,24,5,40,C,3,2,1,2,DELTA,NEW YORK-JFK,1155,16,42,2,4,0.791666667,0.885416667,135,2,,,2,,,,1,1,1,1,3,1,1,4,3,3,4,4,4,4,4,3,4,6,6,6,6,4,0,,,,,,4,6,6,4,4,4,0,,,4,0,,,0,,,,,1,0,3,3,2,,,,,7,1,,,,,US,90,2,2,1,0,0,0,0,4,1.178946078
2365,915,158,15,3,9,A,1,1,1,2,JETBLUE,FT. LAUDERDALE,578,22,21,2,3,0.291666667,0.375694444,121,2,,,1,,,4,1,2,2,1,1,2,1,6,3,6,4,3,3,4,4,4,3,3,6,6,4,4,17,,,,,,4,3,4,4,5,4,0,,,4,0,,,1,4,0,,,11,0,5,4,2,,,,,7,3,MUMBAI,,,,INDIA,16,2,3,2,2,1,2,2,1,0.670484223
2769,1252,96,10,5,43,C,2,1,1,2,DELTA,ATLANTA,2049,16,2,2,4,0.395833333,0.479166667,120,2,,,8,,,,1,2,1,1,3,1,4,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,31,14,,,,,0,0,0,0,0,0,0,,,0,0,,,2,,,,,5,0,0,0,2,,,,,7,3,NAPLES,COLLIER COUNTY,FL,34119,US,12,2,6,2,0,2,2,2,1,1.178946078
512,2645,77R,6,1,69,E,2,2,1,2,UNITED,KAHULUI,539,30,28,1,1,0.520833333,0.611111111,130,2,,,3,,,,1,0,0,1,2,1,1,3,3,3,3,3,3,3,3,4,0,0,0,0,0,4,0,,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,11,0,4,4,2,,,,,7,3,LAKE ARTHUR,JEFFERSON DAVIS PARISH,LA,70549,US,11,2,4,1,2,2,2,2,1,1.486924802
1811,1693,553,21,2,97,G,3,3,1,2,UNITED INTL,LONDON HEATHROW,930,31,32,6,4,0.669444444,0.815972222,211,2,,,3,,,,2,2,2,1,1,2,1,3,4,4,4,4,3,3,3,4,3,3,4,3,3,4,0,,,,,,4,4,3,4,3,4,0,,,4,0,,,2,,,,,11,0,3,2,2,,,,,7,3,EAST CARBON,CARBON COUNTY,UT,84520,US,10,2,3,2,2,2,2,2,1,1.486924802
1577,298,33,2,4,95,G,2,3,1,2,UNITED INTL,HONG KONG,869,31,23,8,4,0.399305556,0.541666667,205,2,,,3,,,,2,2,1,1,1,1,2,2,3,3,3,4,4,6,6,4,6,6,6,6,6,3,102,,,,,,4,0,6,4,3,3,0,,,3,4,,,4,,,,,11,0,4,6,2,,,,,7,3,CINCINNATI,HAMILTON COUNTY,OH,45280,US,11,2,3,1,2,2,2,2,1,1.486924802
2403,899,531,16,4,102,G,3,3,1,2,UNITED INTL,SYDNEY,863,31,67,9,4,0.78125,0.940972222,230,2,,,3,,,,2,2,2,2,1,1,4,4,3,4,5,5,5,6,6,6,6,6,6,6,6,3,0,,,,,,3,6,6,6,6,3,0,,,5,0,,,4,,,,,11,0,5,6,2,,,,,7,3,CHICAGO,COOK COUNTY,IL,60617,US,11,2,5,1,4,2,2,2,1,1.486924802
2388,893,531,16,4,102,G,3,3,1,2,UNITED INTL,SYDNEY,863,31,67,9,4,0.854166667,0.940972222,125,2,,,3,,,,2,2,1,1,2,1,1,4,3,6,3,3,3,6,6,3,6,6,6,6,6,3,0,,,,,,4,6,6,4,3,4,0,,,4,0,,,4,,,,,11,0,2,0,2,,,,,7,3,GARRISON,MCLEAN COUNTY,ND,58540,US,11,2,3,2,3,2,2,2,1,1.486924802
1741,1976,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,0.75,0.9375,270,2,,,9,,,,0,1,0,0,1,1,2,5,5,5,5,5,5,5,5,5,3,6,5,6,3,4,211,,,,,,5,5,5,5,5,5,0,,,5,0,,,1,0,7,,,5,1,5,5,2,,,,,7,3,RED ROCK,,,,CANADA,13,2,6,2,0,2,2,2,1,0.346120232
1293,71,81,8,3,95,G,2,3,1,2,UNITED INTL,LONDON HEATHROW,901,31,32,6,4,0.395833333,0.513888889,170,2,,,2,,,,1,0,1,2,1,1,2,4,4,4,4,4,4,0,0,0,4,0,0,0,0,4,153,,,,,,3,0,0,0,0,0,0,,,4,0,,,1,3,3,,,7,2,4,3,2,,,,,7,3,LIMERICK,,,,IRELAND,15,2,7,1,0,2,2,0,1,1.486924802
3287,2709,88,9,4,24,B,1,1,1,2,SOUTHWEST,DENVER,2085,28,14,1,4,0.375,0.420138889,65,2,,,1,,,4,1,2,1,1,3,1,4,3,3,3,4,3,4,6,6,3,4,3,6,6,6,4,6,,,,,,4,6,6,4,0,4,0,,,5,16,,,1,4,15,,,3,2,3,4,2,,,,,7,1,GREENBRAE,MARIN COUNTY,CA,94904,US,3,2,7,1,4,2,0,1,1,0.994274752
1857,1774,546,20,1,53,D,3,2,1,2,ALASKA,KAHULUI,1047,7,28,1,1,0.708333333,0.788194444,115,2,,,8,,,,1,2,1,1,3,1,4,4,3,6,3,3,3,6,6,3,3,6,4,6,3,3,0,,,,,,4,4,3,3,4,4,0,,,4,0,,,1,5,0,,,32,2,4,4,2,,,,,7,2,SONORA,TUOLUMNE COUNTY,CA,95370,US,10,2,7,1,0,2,2,0,1,1.10633221
2951,1424,524,15,3,24,B,3,2,1,2,SOUTHWEST,SAN DIEGO,5698,28,57,1,2,0.75,0.864583333,165,2,,,9,,,,1,1,1,2,1,2,1,5,5,5,5,5,5,5,5,5,6,6,5,6,5,5,0,,,,,,5,5,5,3,4,4,0,,,5,0,,,2,,,,,11,2,2,5,2,,,,,7,3,SAN DIEGO,SAN DIEGO COUNTY,CA,92110,US,10,2,4,2,0,3,2,1,1,0.994274752
2469,992,906,11,6,81,F,2,2,1,2,UNITED,DENVER,720,30,14,1,4,0.569444444,0.653472222,121,2,,,1,,,3,2,2,1,1,3,1,2,3,2,2,3,3,4,3,3,1,3,3,3,2,2,2,102,23,78,,,,3,3,3,3,3,3,0,,,5,0,,,1,3,0,,,7,3,3,4,2,,,,,7,1,SAN JOSE,SANTA CLARA COUNTY,CA,95135,US,7,2,4,1,4,2,1,0,1,1.486924802
2655,1164,118,12,7,11,A,2,1,1,2,JETBLUE,BOSTON,334,22,8,2,3,0.40625,0.4875,117,2,,,4,,,,2,2,2,2,1,1,4,3,3,3,3,3,3,3,3,3,6,6,6,6,6,3,101,19,,,,,3,6,6,6,3,3,0,,,4,0,,,1,4,0,,,11,3,3,3,2,,,,,7,3,GROTON,MIDDLESEX COUNTY,MA,1450,US,12,2,5,2,2,2,2,2,1,0.670484223
2713,1232,97,10,5,48,C,2,1,1,2,DELTA,LOS ANGELES,2294,16,34,1,4,0.416666667,0.527777778,160,2,,,6,,,,1,1,1,1,1,2,1,6,3,3,4,4,4,6,6,4,6,6,4,6,6,4,102,,,,,,3,3,6,2,3,3,0,,,4,0,,,1,6,0,,,5,3,3,3,2,,,,,7,3,,,,,PHILIPPINES,19,2,1,2,0,2,2,2,1,1.178946078
1070,1317,540,18,6,94,G,3,3,1,2,AIR CANADA,CALGARY,8590,3,10,4,2,0.628472222,0.788194444,230,2,,,2,,,,2,2,1,1,3,1,4,3,3,3,4,3,4,3,3,4,4,4,4,6,6,4,102,,,,,,5,3,6,3,4,4,0,,,5,0,,,1,5,0,,,1,3,5,5,2,,,,,7,1,FREMONT,ALAMEDA COUNTY,CA,94539,US,1,2,3,2,2,1,1,1,1,0.346120232
2657,1165,118,12,7,11,A,2,1,1,2,JETBLUE,BOSTON,334,22,8,2,3,0.395833333,0.4875,132,2,,,8,,,,1,2,1,2,1,1,1,3,3,3,3,3,3,3,3,3,6,6,6,6,6,3,0,,,,,,4,6,6,4,6,4,0,,,5,0,,,1,5,0,,,0,3,3,3,2,,,,,7,3,FALL RIVER,BRISTOL COUNTY,MA,2721,US,12,2,4,1,3,2,2,2,1,0.670484223
3085,576,624,29,3,77,F,1,1,1,2,UNITED,SPOKANE,500,30,66,1,1,0.385416667,0.442361111,82,2,,,2,,,,2,2,2,2,5,1,3,6,3,3,4,3,4,6,6,6,4,6,4,6,4,4,206,43,6,,,,4,4,4,4,3,4,0,,,4,0,,,1,5,0,,,6,3,4,5,2,,,,,7,3,SPOKANE,SPOKANE COUNTY,WA,99205,US,10,2,3,2,0,2,1,1,1,1.486924802
3009,2215,613,23,4,58,D,3,2,1,2,AMERICAN,MIAMI,556,8,37,2,4,0.3125,0.894444444,838,2,,,2,,,,1,2,1,1,3,1,1,5,1,5,4,3,3,3,3,3,5,3,3,3,3,4,0,,,,,,5,3,4,5,5,5,0,,,3,0,,,1,3,0,,,5,3,3,3,2,,,,,7,2,STOCKTON,SAN JOAQUIN COUNTY,CA,95205,US,10,2,3,2,2,2,0,1,1,1.061139364
3081,2004,208,20,1,2,A,3,3,1,2,COPA,PANAMA CITY,385,15,46,5,2,0.861111111,0.953472222,133,2,,,5,,,,1,1,2,1,2,1,2,3,3,3,2,4,4,6,5,4,5,6,4,6,3,3,77,102,151,,,,4,3,4,4,4,4,1,,,5,2,,,2,,,,,7,3,3,3,2,,,,,7,1,MOUNTAIN VIEW,SANTA CLARA COUNTY,CA,94043,US,7,2,3,2,3,2,1,2,1,0.670484223
210,2231,609,23,4,45,D,3,2,1,2,AMERICAN,LOS ANGELES,6025,8,34,1,4,0.625,0.736111111,160,2,,,12,,,,2,2,1,1,1,1,4,3,3,3,4,3,2,3,3,5,3,3,3,3,3,3,53,,,,,,4,0,6,3,5,4,0,,,4,3,,,2,,,,,9,3,5,3,2,,,,,7,1,SEBASTOPOL,SONOMA COUNTY,CA,95472,US,9,2,6,2,2,2,2,2,1,1.061139364
3142,689,616,24,5,41,C,2,2,1,2,DELTA,SALT LAKE CITY,1241,16,55,1,2,0.666666667,0.697916667,45,2,,,5,,,,2,1,2,1,1,2,1,3,6,3,5,5,5,6,6,3,4,6,6,6,6,4,54,,,,,,4,6,6,6,3,4,0,,,5,3,,,2,,,,,5,3,5,5,2,,,,,7,3,TIFFIN,SENECA COUNTY,OH,44883,US,11,2,2,1,2,2,2,2,1,1.178946078
2893,1744,205,20,1,7,A,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,0.666666667,0.788194444,175,2,,,6,,,,1,1,1,1,1,2,3,3,3,4,4,4,4,3,3,1,6,6,4,6,6,3,11,102,,,,,4,3,3,3,2,3,5,,,4,4,,,2,,,,,5,3,4,3,2,,,,,7,3,,,,,NETHERLANDS,15,2,4,2,0,2,2,2,1,0.608881283
2725,1236,97,10,5,48,C,2,1,1,2,DELTA,LOS ANGELES,2294,16,34,1,4,0.427083333,0.527777778,145,2,,,1,,,4,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,,,,,,3,3,3,3,3,3,0,,,3,0,,,2,,,,,8,3,3,3,2,,,,,7,1,FAIRFIELD,SOLANO COUNTY,CA,94534,US,8,0,3,1,2,2,2,2,1,1.178946078
1798,2112,550,20,1,50,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1074,7,53,2,2,0.8125,0.934027778,175,2,,,12,,,,1,1,2,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,6,6,6,3,0,,,,,,3,6,6,6,2,3,0,,,3,0,,,2,,,,,3,3,3,3,2,,,,,7,3,DURHAM,DURHAM COUNTY,NC,27705,US,12,2,4,2,0,0,2,2,1,1.10633221
2608,1148,120,12,7,2,A,2,3,1,2,AEROMEXICO,MEXICO CITY,669,2,36,4,4,0.479166667,0.565972222,125,2,,,5,,,,1,2,2,2,1,1,2,2,2,2,3,4,4,6,6,2,4,6,6,6,6,3,0,,,,,,3,3,3,3,3,3,0,,,4,0,,,2,,,,,7,3,0,1,2,,,,,7,3,,,,,MEXICO,13,0,5,1,4,1,2,2,1,0.670484223
352,2147,182,18,6,101,G,2,3,1,2,LUFTHANSA,FRANKFURT,455,24,20,6,4,0.458333333,0.625,240,2,,,9,,,,1,2,1,1,2,1,2,6,4,4,4,3,3,6,3,4,4,6,4,6,4,4,0,,,,,,4,4,3,4,3,4,0,,,4,0,,,2,,,,,5,3,4,3,2,,,,,7,3,KARLSROHE,,,,GERMANY,15,2,4,1,3,2,2,2,1,0.360773304
1171,1463,521,15,3,28,B,3,2,1,2,SOUTHWEST,LOS ANGELES,5814,28,34,1,4,0.694444444,0.756944444,90,2,,,9,,,,1,2,1,1,1,2,1,3,3,6,3,4,4,6,4,4,2,6,4,6,3,4,74,,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,5,3,4,4,2,,,,,7,3,PUNAAUIA,,,,TAHITI,19,2,4,1,3,2,2,2,1,0.994274752
1339,90,80,8,3,96,G,2,3,1,2,UNITED INTL,KANSAI,35,31,29,8,4,0.3125,0.461805556,215,2,,,8,,,,1,1,1,1,3,1,1,5,3,3,4,4,4,4,4,5,4,6,6,6,6,4,0,,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,5,3,4,4,2,,,,,7,3,OSAKA,,,,JAPAN,16,2,4,2,3,2,2,2,4,1.486924802
1791,2775,66,5,7,88,F,1,1,1,2,UNITED,RALEIGH-DURHAM,1445,30,53,2,2,0.295138889,0.395833333,145,2,,,3,,,,2,2,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,,4,4,4,4,4,4,0,,,3,0,,,2,,,,,11,3,3,3,2,,,,,7,3,PISMO BEACH,SAN LUIS OBISPO COUNTY,CA,93449,US,10,2,6,2,4,2,2,2,1,1.486924802
1905,1952,554,21,2,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,0.782638889,0.871527778,128,2,,,2,,,,1,2,2,1,2,1,2,6,4,6,0,6,6,6,6,4,6,6,6,6,6,4,0,,,,,,4,6,6,0,4,4,0,,,3,0,,,2,,,,,7,3,4,4,2,,,,,7,3,,,,,AUSTRIA,15,2,3,1,2,3,1,2,1,0.360773304
2238,833,526,16,4,97,G,3,3,1,2,AER LINGUS,DUBLIN,146,1,18,6,3,0.59375,0.729166667,195,2,,,5,,,,1,1,1,1,3,1,2,2,3,3,3,3,3,3,3,4,3,6,6,6,6,3,0,,,,,,4,0,6,4,4,4,0,,,3,0,,,2,,,,,7,3,3,3,2,,,,,7,1,SANTA CLARA,SANTA CLARA COUNTY,CA,95050,US,7,0,3,2,1,0,1,2,1,0.670484223
3193,2037,210,20,1,6,A,1,3,1,2,CATHAY PACIFIC,HONG KONG,873,12,23,8,4,0.909722222,1.020833333,160,2,,,2,,,,2,2,1,2,3,1,3,4,3,3,4,4,4,2,2,6,4,3,3,6,6,3,0,,,,,,4,4,6,4,4,4,0,,,5,0,,,2,,,,,1,3,4,2,2,,,,,7,1,,,,,US,90,2,2,1,3,2,0,1,1,0.319164822
985,1360,542,18,6,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,0.541666667,0.871527778,475,2,,,9,,,,3,1,1,1,1,2,0,3,2,2,4,4,3,3,3,4,3,6,4,6,4,4,0,,,,,,4,4,4,4,4,4,0,,,4,0,,,3,,,,,5,3,4,3,2,,,,,7,3,,,,,,99,2,3,2,0,2,2,2,1,0.360773304
1259,162,47,3,5,94,G,2,3,1,2,UNITED INTL,TOKYO-NARITA,837,31,69,8,4,0.291666667,0.479166667,270,2,,,3,,,,2,1,2,1,1,2,1,4,6,4,3,3,3,6,3,4,6,6,6,6,6,4,0,,,,,,4,6,6,6,3,4,0,,,3,0,,,3,,,,,11,3,3,6,2,,,,,7,3,,,,,JAPAN,16,2,3,1,0,2,2,2,4,1.486924802
1893,1943,554,21,2,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,0.75,0.871527778,175,2,,,2,,,,1,2,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,,4,4,4,4,4,4,0,,,5,0,,,3,,,,,8,3,4,4,2,,,,,7,2,,,,,US,91,2,2,2,0,2,2,2,1,0.360773304
2738,1241,97,10,5,48,C,2,1,1,2,DELTA,LOS ANGELES,2294,16,34,1,4,0.4375,0.527777778,130,2,,,11,,,,2,1,1,2,3,1,2,3,0,2,3,3,3,0,0,0,6,6,6,6,6,0,0,,,,,,3,6,6,0,4,4,0,,,3,6,,,4,,,,,11,3,4,6,2,,,,,7,3,ADDIEVILLE,WASHINGTON COUNTY,IL,62214,US,11,0,4,2,2,2,2,2,1,1.178946078
1619,1922,179,17,5,8,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,0.65625,0.743055556,125,2,,,12,,,,1,1,1,2,3,1,1,3,2,3,4,4,4,3,3,3,4,4,4,3,6,3,105,,,,,,4,4,6,4,4,4,0,,,4,16,,,1,5,2,,,3,4,4,4,2,,,,,7,1,LARKSPUR,MARIN COUNTY,CA,94939,US,3,2,6,2,2,2,2,1,1,0.670484223
448,2692,79,6,1,86,F,2,2,1,2,UNITED,HONOLULU,1509,30,24,1,2,0.604166667,0.690972222,125,2,,,7,,,,1,2,2,2,1,2,1,6,6,6,4,6,4,4,6,6,4,4,0,0,0,4,0,,,,,,0,0,0,0,0,4,0,,,4,0,,,1,3,0,,,5,4,6,6,2,,,,,7,3,SAN NICOLAS,,,,ARGENTINA,14,2,7,1,1,2,2,2,2,1.486924802
655,2507,181,18,6,93,G,2,3,1,2,UNITED INTL,MUNICH,194,31,39,6,4,0.270833333,0.579861111,445,2,,,3,,,,1,1,1,1,2,1,2,3,3,2,5,5,5,5,5,5,6,6,5,6,6,4,0,,,,,,3,3,4,4,4,4,0,,,5,0,,,1,4,0,,,11,4,5,4,2,,,,,7,3,,,,,GERMANY,15,2,3,1,0,2,2,2,1,1.486924802
1508,369,27,2,4,9,A,1,1,1,2,HAWAIIAN AIR,HONOLULU,11,20,24,1,2,0.291666667,0.375,120,2,,,2,,,,1,1,1,2,3,1,4,3,2,3,3,4,3,3,3,3,4,6,6,6,6,3,0,,,,,,5,6,6,4,5,4,0,,,4,0,,,1,5,0,,,1,4,5,5,2,,,,,7,1,HAYWARD,ALAMEDA COUNTY,CA,94541,US,1,2,5,2,4,2,2,1,1,0.670484223
1510,370,27,2,4,9,A,1,1,1,2,HAWAIIAN AIR,HONOLULU,11,20,24,1,2,0.291666667,0.375,120,2,,,2,,,,1,1,1,1,1,1,3,6,0,2,4,5,4,2,2,1,3,6,6,6,6,3,0,,,,,,5,6,6,4,4,4,0,,,5,0,,,1,5,0,,,1,4,3,5,2,,,,,7,1,HAYWARD,ALAMEDA COUNTY,CA,94544,US,1,2,5,2,2,2,2,1,1,0.670484223
3231,2323,650,31,5,59,D,2,1,1,2,ALASKA,PORTLAND,1805,7,50,1,2,0.354166667,0.506944444,220,2,,,3,,,,1,1,2,1,2,1,4,3,3,3,4,4,4,6,6,3,6,6,3,2,2,0,11,59,35,66,,,4,4,6,4,4,4,0,,,5,0,,,1,5,0,,,11,4,4,4,2,,,,,7,3,HAPPY VALLEY,CLACKAMAS COUNTY,OR,97086,US,10,2,4,2,2,2,1,2,1,1.10633221
2564,1135,121,12,7,1,A,2,2,1,2,JETBLUE,LONG BEACH,2135,22,33,1,1,0.5625,0.627083333,93,2,,,5,,,,2,2,2,1,2,1,1,2,3,3,3,3,3,3,3,4,3,3,3,3,3,4,0,,,,,,5,3,3,3,4,4,0,,,4,3,,,2,,,,,7,4,4,3,2,,,,,7,3,BROOKLYN,KINGS COUNTY,NY,11225,US,12,2,4,1,3,2,2,2,1,0.670484223
1965,1104,105,11,6,7,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,0.416666667,0.545138889,185,2,,,2,,,,1,2,1,1,2,1,1,6,4,3,3,3,4,6,6,4,6,6,6,6,6,4,0,,,,,,4,6,6,4,3,4,0,,,4,5,,,2,,,,,5,4,4,3,2,,,,,7,3,HONG KONG,,,,CHINA,16,2,3,1,2,2,2,2,1,0.319164822
1817,1697,553,21,2,97,G,3,3,1,2,UNITED INTL,LONDON HEATHROW,930,31,32,6,4,0.71875,0.815972222,140,2,,,1,,,2,2,1,2,1,2,1,3,5,5,3,4,4,4,0,0,0,3,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,,2,,,,,1,4,4,3,2,,,,,7,1,,,,,US,90,0,0,0,0,0,0,1,1,1.486924802
1282,118,51,3,5,6,A,2,3,1,2,CHINA SOUTHERN,WUHAN,660,14,73,8,2,0.458333333,0.59375,195,2,,,5,,,,1,1,1,2,2,1,1,3,4,3,3,4,4,5,5,4,3,0,5,3,3,4,0,,,,,,4,3,3,5,4,3,0,,,4,0,,,2,,,,,1,4,5,3,2,,,,,7,3,ANGLETON,BRAZORIA COUNTY,TX,77516,US,11,2,2,2,1,2,2,2,1,0.670484223
1816,1696,553,21,2,97,G,3,3,1,2,UNITED INTL,LONDON HEATHROW,930,31,32,6,4,0.666666667,0.815972222,215,2,,,6,,,,1,1,1,1,2,1,4,0,4,3,4,4,4,6,6,4,6,6,6,6,6,4,201,,,,,,4,6,6,4,3,3,0,,,4,0,,,2,,,,,1,4,3,2,2,,,,,7,1,OAKLAND,ALAMEDA COUNTY,CA,94602,US,1,2,7,2,2,3,2,1,1,1.486924802
763,190,43,3,5,98,G,1,3,1,2,AIR CANADA,TORONTO,758,3,70,4,4,0.229166667,0.309027778,115,2,,,5,,,,1,2,2,1,3,1,4,4,4,3,4,3,3,3,3,4,3,3,6,3,6,4,0,,,,,,4,6,6,4,3,4,0,,,3,0,,,2,,,,,7,4,4,3,2,,,,,7,1,PALO ALTO,SANTA CLARA COUNTY,CA,94301,US,7,2,6,1,4,2,1,2,1,0.346120232
